Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Discount,Total_Cost,Gross_Sales,Discount_Amount
1044,2023-04-20,Charlie,West,8564.8,34,Food,3573.3,3740.13,0.01,121492.20000000001,127164.42,1271.6442
1090,2023-07-01,David,North,2150.05,31,Furniture,4496.86,4880.8,0.06,139402.66,151304.80000000002,9078.288
1032,2023-11-09,Bob,East,804.47,25,Electronics,2934.3,3337.4,0.25,73357.5,83435.0,20858.75
1070,2023-01-01,Eve,South,783.18,12,Furniture,664.33,863.03,0.25,7971.960000000001,10356.36,2589.09
1032,2023-11-15,Alice,West,9413.77,1,Food,651.0,865.76,0.09,651.0,865.76,77.91839999999999
1068,2023-02-24,Bob,North,5118.51,22,Clothing,3619.61,3651.42,0.26,79631.42,80331.24,20886.122400000004
1055,2023-05-29,Eve,North,4153.18,40,Furniture,959.73,1111.41,0.23,38389.2,44456.4,10224.972000000002
1075,2023-11-05,Bob,East,8127.7,37,Food,1675.51,1906.64,0.13,61993.87,70545.68000000001,9170.938400000001
1056,2023-05-17,David,West,8374.68,47,Furniture,2461.7,2529.02,0.22,115699.9,118863.94,26150.0668
1017,2023-07-21,David,East,3388.69,1,Food,172.59,404.69,0.29,172.59,404.69,117.36009999999999
1038,2023-11-09,David,East,6966.82,1,Food,1281.65,1709.71,0.14,1281.65,1709.71,239.35940000000002
1024,2023-04-27,Alice,West,7734.12,42,Food,2069.05,2363.9,0.07,86900.1,99283.8,6949.866000000001
1069,2023-06-03,David,West,6581.04,42,Clothing,1434.2,1482.88,0.28,60236.4,62280.96000000001,17438.668800000003
1098,2023-10-18,Eve,West,1600.79,21,Furniture,725.03,828.95,0.18,15225.63,17407.95,3133.431
1070,2023-03-04,Bob,South,8771.24,15,Electronics,3653.66,3896.19,0.03,54804.899999999994,58442.85,1753.2855
1086,2023-09-01,Charlie,West,5437.04,17,Electronics,4075.08,4262.21,0.17,69276.36,72457.57,12317.786900000003
1011,2023-01-25,Eve,North,2896.48,22,Electronics,1324.52,1510.3,0.15,29139.44,33226.6,4983.99
1016,2023-03-31,Eve,East,4309.76,38,Electronics,3883.38,4152.72,0.26,147568.44,157803.36000000002,41028.873600000006
1097,2023-03-16,David,South,471.95,35,Food,1958.49,2254.84,0.16,68547.15,78919.40000000001,12627.104000000001
1073,2023-10-21,Alice,West,1365.88,45,Furniture,2558.09,2958.55,0.08,115114.05,133134.75,10650.78
1059,2023-07-29,Bob,South,7678.91,16,Furniture,4287.21,4464.28,0.2,68595.36,71428.48,14285.696
1070,2023-12-13,Alice,West,100.12,8,Clothing,3762.27,4166.95,0.16,30098.16,33335.6,5333.696
1080,2023-01-17,Bob,South,4224.0,47,Furniture,4035.33,4211.25,0.07,189660.51,197928.75,13855.0125
1093,2023-05-08,Bob,East,5272.85,17,Furniture,727.38,764.54,0.17,12365.46,12997.18,2209.5206000000003
1003,2023-12-30,Alice,East,640.88,17,Furniture,395.11,676.66,0.25,6716.87,11503.22,2875.805
1020,2023-09-08,Eve,North,9733.47,26,Clothing,4472.35,4770.42,0.01,116281.1,124030.92,1240.3092
1059,2023-06-28,Bob,North,2338.64,13,Electronics,1969.78,2437.7,0.19,25607.14,31690.1,6021.119
1036,2023-07-01,Alice,West,3111.57,17,Furniture,1475.0,1840.77,0.1,25075.0,31293.09,3129.309
1019,2023-06-01,Bob,East,3109.03,38,Clothing,3637.25,4096.96,0.09,138215.5,155684.48,14011.6032
1090,2023-01-25,Charlie,South,2381.12,17,Clothing,4190.26,4645.35,0.12,71234.42,78970.95000000001,9476.514000000001
1067,2023-06-29,Eve,South,114.59,48,Food,4319.32,4625.56,0.1,207327.36,222026.88,22202.688000000002
1019,2023-07-17,David,South,7320.51,14,Clothing,1614.19,1882.79,0.25,22598.66,26359.059999999998,6589.764999999999
1020,2023-12-10,Bob,North,9671.77,45,Electronics,4268.45,4551.6,0.08,192080.25,204822.00000000003,16385.760000000002
1096,2023-06-10,Charlie,South,2320.51,6,Furniture,252.62,742.0,0.22,1515.72,4452.0,979.44
1071,2023-06-26,David,North,6664.17,35,Clothing,295.82,684.67,0.03,10353.699999999999,23963.449999999997,718.9034999999999
1052,2023-10-12,David,North,7444.77,46,Electronics,3136.42,3198.49,0.29,144275.32,147130.53999999998,42667.85659999999
1033,2023-03-04,Bob,West,8499.41,14,Clothing,362.38,753.81,0.19,5073.32,10553.34,2005.1346
1040,2023-05-30,Alice,South,4284.03,47,Clothing,1656.82,1750.38,0.21,77870.54,82267.86,17276.2506
1039,2023-06-03,Bob,South,3099.02,8,Clothing,3380.14,3609.34,0.09,27041.12,28874.72,2598.7248
1082,2023-06-05,Charlie,East,3320.42,15,Clothing,1719.47,1832.6,0.12,25792.05,27489.0,3298.68
1001,2023-02-18,David,West,7154.95,27,Clothing,939.02,1286.92,0.07,25353.54,34746.840000000004,2432.2788000000005
1011,2023-12-03,Bob,East,8186.12,13,Electronics,1442.69,1882.57,0.28,18754.97,24473.41,6852.554800000001
1092,2023-03-25,Alice,West,1897.98,49,Furniture,2315.0,2467.28,0.15,113435.0,120896.72000000002,18134.508
1057,2023-12-27,Bob,South,3772.32,31,Furniture,2403.16,2453.35,0.19,74497.95999999999,76053.84999999999,14450.231499999998
1089,2023-06-26,Eve,North,9029.21,35,Furniture,3925.85,4082.11,0.22,137404.75,142873.85,31432.247000000003
1050,2023-05-28,Alice,North,8086.27,6,Furniture,3763.26,4102.72,0.11,22579.56,24616.32,2707.7952
1023,2023-04-28,Charlie,North,9850.1,5,Electronics,2311.25,2482.34,0.22,11556.25,12411.7,2730.574
1031,2023-12-08,David,North,7567.06,22,Food,4236.05,4382.32,0.2,93193.1,96411.04,19282.208
1094,2023-03-04,Bob,North,3992.63,49,Food,615.47,715.84,0.21,30158.030000000002,35076.16,7365.993600000001
1042,2023-07-08,Alice,East,5947.31,23,Electronics,1314.0,1567.78,0.15,30222.0,36058.94,5408.841
1099,2023-12-26,Eve,West,6644.04,25,Electronics,4148.48,4293.69,0.11,103711.99999999999,107342.24999999999,11807.6475
1007,2023-02-18,Alice,South,876.71,34,Clothing,1921.07,2289.27,0.07,65316.38,77835.18,5448.4626
1016,2023-11-23,Eve,East,5490.52,26,Clothing,4906.85,4954.39,0.25,127578.1,128814.14000000001,32203.535000000003
1090,2023-09-14,Charlie,West,7122.28,47,Clothing,2357.95,2693.33,0.18,110823.65,126586.51,22785.571799999998
1060,2023-08-12,David,North,1756.48,5,Furniture,3970.08,4096.48,0.13,19850.4,20482.399999999998,2662.712
1002,2023-05-21,Charlie,West,7828.25,26,Clothing,2041.42,2291.17,0.28,53076.92,59570.42,16679.7176
1001,2023-08-03,Bob,West,5879.35,20,Food,2153.52,2303.7,0.01,43070.4,46074.0,460.74
1048,2023-07-30,Alice,North,9527.0,6,Furniture,1945.27,2309.43,0.26,11671.619999999999,13856.579999999998,3602.7108
1012,2023-11-14,Eve,North,519.98,6,Clothing,3609.42,4082.62,0.3,21656.52,24495.72,7348.716
1069,2023-02-01,Eve,North,2726.73,18,Furniture,2760.21,3219.58,0.27,49683.78,57952.44,15647.158800000001
1037,2023-06-07,Alice,South,6055.38,4,Food,4721.7,5017.58,0.24,18886.8,20070.32,4816.8768
1032,2023-10-12,Alice,North,3035.94,17,Clothing,1291.91,1528.59,0.11,21962.47,25986.03,2858.4633
1009,2023-11-01,Bob,South,7172.8,14,Food,547.79,958.76,0.07,7669.0599999999995,13422.64,939.5848000000001
1099,2023-10-13,Charlie,North,7614.15,14,Food,1996.64,2341.47,0.22,27952.960000000003,32780.579999999994,7211.727599999999
1019,2023-05-24,Eve,South,1114.91,13,Food,3102.73,3202.68,0.09,40335.49,41634.84,3747.1355999999996
1048,2023-01-19,Bob,West,5187.16,7,Clothing,4310.95,4723.2,0.05,30176.649999999998,33062.4,1653.1200000000001
1080,2023-01-18,Charlie,East,5138.02,44,Electronics,1763.67,1983.82,0.24,77601.48000000001,87288.08,20949.1392
1003,2023-09-14,Bob,West,3755.88,15,Clothing,3286.24,3388.84,0.09,49293.6,50832.600000000006,4574.934
1020,2023-03-19,Eve,West,9335.96,19,Food,1783.48,1931.56,0.27,33886.12,36699.64,9908.9028
1024,2023-06-24,Alice,North,8292.31,43,Clothing,3105.24,3246.33,0.25,133525.31999999998,139592.19,34898.0475
1054,2023-07-13,Alice,South,7002.37,47,Food,4429.8,4694.21,0.25,208200.6,220627.87,55156.9675
1033,2023-04-23,Charlie,East,7171.83,44,Electronics,1195.22,1320.06,0.23,52589.68,58082.64,13359.0072
1024,2023-04-24,David,North,4670.99,35,Furniture,2051.0,2121.55,0.26,71785.0,74254.25,19306.105
1075,2023-08-10,Charlie,North,9217.85,17,Electronics,4966.66,5037.27,0.24,84433.22,85633.59000000001,20552.0616
1072,2023-06-15,David,North,6976.49,35,Electronics,4349.36,4645.17,0.18,152227.59999999998,162580.95,29264.571
1036,2023-11-15,Bob,West,7316.91,19,Furniture,2844.97,3215.0,0.09,54054.42999999999,61085.0,5497.65
1038,2023-05-12,Bob,South,8630.74,20,Clothing,2607.31,2774.86,0.27,52146.2,55497.200000000004,14984.244000000002
1084,2023-09-21,Eve,South,2813.31,36,Furniture,1458.77,1485.75,0.25,52515.72,53487.0,13371.75
1099,2023-02-24,David,East,8090.0,35,Clothing,2610.19,2682.53,0.14,91356.65000000001,93888.55,13144.397
1089,2023-12-25,Eve,South,2032.88,32,Clothing,4248.5,4706.7,0.01,135952.0,150614.4,1506.144
1099,2023-05-11,Alice,South,3518.89,48,Food,3441.61,3693.45,0.19,165197.28,177285.59999999998,33684.263999999996
1025,2023-10-15,David,North,3422.54,44,Food,1485.72,1717.97,0.02,65371.68,75590.68000000001,1511.8136000000002
1093,2023-09-23,Charlie,North,9787.4,40,Furniture,1047.25,1075.89,0.28,41890.0,43035.600000000006,12049.968000000003
1018,2024-01-01,Alice,West,8579.72,24,Electronics,1362.78,1729.81,0.29,32706.72,41515.44,12039.4776
1082,2023-06-11,Alice,North,7041.58,17,Furniture,890.31,1159.06,0.06,15135.269999999999,19704.02,1182.2412
1066,2023-03-28,Charlie,North,7297.86,7,Clothing,523.42,632.44,0.2,3663.9399999999996,4427.08,885.416
1054,2023-02-24,Alice,North,5664.52,43,Food,2124.72,2188.66,0.03,91362.95999999999,94112.37999999999,2823.3713999999995
1035,2023-10-15,David,North,9476.2,1,Furniture,610.83,808.69,0.22,610.83,808.69,177.9118
1080,2023-06-27,Eve,West,5012.96,35,Furniture,900.97,1321.18,0.1,31533.95,46241.3,4624.13
1061,2023-12-15,Alice,North,3867.13,32,Food,2759.26,3193.25,0.2,88296.32,102184.0,20436.800000000003
1041,2023-01-08,David,East,1714.05,36,Food,864.77,1170.16,0.11,31131.72,42125.76,4633.8336
1100,2023-11-17,Bob,East,7883.44,13,Food,366.2,732.69,0.04,4760.599999999999,9524.970000000001,380.9988000000001
1033,2023-11-09,David,East,7370.99,6,Clothing,1621.07,1687.5,0.12,9726.42,10125.0,1215.0
1068,2023-09-04,Eve,East,3905.11,14,Food,1140.58,1438.76,0.03,15968.119999999999,20142.64,604.2792
1033,2023-11-19,David,North,349.41,37,Electronics,2600.76,2937.57,0.17,96228.12000000001,108690.09000000001,18477.315300000002
1014,2023-09-12,Charlie,East,8406.07,48,Furniture,556.72,665.07,0.01,26722.56,31923.36,319.2336
1021,2023-11-24,Eve,North,213.04,15,Food,3771.27,4212.55,0.16,56569.05,63188.25,10110.12
1048,2023-02-23,Bob,West,7066.63,47,Food,4535.86,4641.41,0.27,213185.41999999998,218146.27,58899.4929
1020,2023-09-06,Charlie,East,9705.55,4,Clothing,3730.0,3893.6,0.25,14920.0,15574.4,3893.6
1008,2023-08-27,David,South,4432.85,40,Clothing,2687.49,3001.56,0.26,107499.59999999999,120062.4,31216.224
1007,2023-08-17,Eve,East,2426.24,16,Furniture,4310.31,4633.1,0.28,68964.96,74129.6,20756.288000000004
1067,2023-03-08,Bob,East,7078.22,28,Electronics,3489.85,3842.55,0.03,97715.8,107591.40000000001,3227.742
1017,2023-02-20,Charlie,North,8189.57,16,Furniture,102.23,167.12,0.04,1635.68,2673.92,106.9568
1033,2023-04-07,Bob,East,5509.66,4,Food,2000.75,2426.99,0.17,8003.0,9707.96,1650.3532
1048,2023-04-02,David,South,9673.65,45,Electronics,4262.21,4533.31,0.27,191799.45,203998.95,55079.71650000001
1076,2023-09-21,Bob,North,611.52,26,Electronics,1762.0,2002.95,0.29,45812.0,52076.700000000004,15102.243
1059,2023-10-18,Alice,North,5097.48,28,Electronics,224.32,715.06,0.01,6280.96,20021.68,200.2168
1086,2023-04-06,Charlie,West,7212.69,32,Electronics,3743.59,4116.38,0.11,119794.88,131724.16,14489.6576
1022,2023-03-29,Bob,West,8640.14,45,Furniture,4020.09,4087.91,0.06,180904.05000000002,183955.94999999998,11037.356999999998
1030,2023-03-19,David,East,1874.63,2,Clothing,844.94,1225.64,0.23,1689.88,2451.28,563.7944000000001
1038,2023-10-15,David,West,8020.03,31,Clothing,2709.84,2766.51,0.19,84005.04000000001,85761.81000000001,16294.743900000003
1051,2023-04-30,Bob,West,5571.8,3,Food,1000.18,1023.64,0.04,3000.54,3070.92,122.83680000000001
1054,2023-10-29,David,West,4025.88,8,Clothing,3610.21,3817.99,0.15,28881.68,30543.92,4581.588
1008,2023-06-14,Eve,North,1403.98,24,Clothing,1394.17,1891.02,0.21,33460.08,45384.479999999996,9530.7408
1027,2023-07-01,Eve,North,8666.43,15,Clothing,1615.26,1710.95,0.23,24228.9,25664.25,5902.7775
1027,2023-08-11,Eve,North,1657.0,43,Clothing,4232.61,4572.21,0.01,182002.22999999998,196605.03,1966.0503
1098,2023-11-07,Alice,West,3166.9,31,Food,2407.8,2502.76,0.27,74641.8,77585.56000000001,20948.101200000005
1021,2023-01-07,Bob,North,2971.45,9,Furniture,3365.28,3730.43,0.17,30287.52,33573.869999999995,5707.5579
1030,2023-11-26,Alice,West,8727.0,39,Electronics,2041.75,2299.37,0.24,79628.25,89675.43,21522.103199999998
1097,2023-09-20,David,North,6759.76,45,Clothing,1525.13,1868.32,0.24,68630.85,84074.4,20177.855999999996
1028,2023-06-10,Alice,North,7987.15,2,Furniture,3146.12,3255.53,0.06,6292.24,6511.06,390.66360000000003
1064,2023-05-31,David,South,2579.63,8,Clothing,816.54,1191.9,0.03,6532.32,9535.2,286.056
1097,2023-03-26,David,East,6286.25,7,Clothing,1896.35,2394.2,0.22,13274.449999999999,16759.399999999998,3687.0679999999998
1069,2023-05-27,Charlie,West,5760.29,44,Electronics,1084.73,1420.9,0.05,47728.12,62519.600000000006,3125.9800000000005
1061,2023-04-22,Eve,South,8345.02,39,Electronics,3494.19,3746.0,0.25,136273.41,146094.0,36523.5
1048,2023-02-05,David,North,9070.26,42,Electronics,4723.83,5186.19,0.22,198400.86,217819.97999999998,47920.395599999996
1019,2023-10-12,Charlie,West,220.35,16,Clothing,4977.78,4995.55,0.25,79644.48,79928.8,19982.2
1004,2023-07-07,Eve,North,6772.8,35,Clothing,2278.87,2646.53,0.09,79760.45,92628.55,8336.5695
1035,2023-03-23,David,East,613.17,30,Clothing,1300.03,1745.52,0.09,39000.9,52365.6,4712.9039999999995
1064,2023-01-02,David,South,5533.7,10,Electronics,2242.01,2282.23,0.2,22420.100000000002,22822.3,4564.46
1049,2023-10-30,Alice,East,2947.56,38,Food,4243.98,4474.51,0.01,161271.24,170031.38,1700.3138000000001
1017,2023-07-16,Alice,South,3137.09,18,Furniture,1069.73,1180.04,0.22,19255.14,21240.72,4672.9584
1044,2023-01-11,Eve,North,3594.29,5,Food,4762.87,5050.46,0.25,23814.35,25252.3,6313.075
1092,2023-08-22,David,East,6250.8,29,Clothing,1742.24,2070.52,0.12,50524.96,60045.08,7205.4096
1030,2023-07-14,Bob,East,3407.09,39,Clothing,4929.73,5088.02,0.23,192259.46999999997,198432.78000000003,45639.53940000001
1093,2023-04-29,Alice,North,7353.72,34,Food,4201.11,4436.5,0.05,142837.74,150841.0,7542.05
1046,2023-01-20,Eve,East,4104.82,43,Clothing,4052.42,4199.3,0.1,174254.06,180569.9,18056.99
1006,2023-09-18,David,West,776.7,45,Furniture,1623.63,1814.63,0.29,73063.35,81658.35,23680.9215
1099,2023-10-20,David,South,7859.22,23,Clothing,93.45,181.62,0.3,2149.35,4177.26,1253.178
1037,2023-09-13,Bob,South,2929.01,5,Furniture,1941.56,2385.48,0.15,9707.8,11927.4,1789.11
1024,2023-08-10,Eve,South,4384.39,30,Food,1543.96,1558.87,0.28,46318.8,46766.1,13094.508000000002
1093,2023-08-14,David,West,6885.89,6,Food,235.12,677.5,0.16,1410.72,4065.0,650.4
1046,2023-02-22,Alice,South,3391.32,46,Clothing,2551.56,2841.68,0.09,117371.76,130717.28,11764.555199999999
1053,2023-12-21,Bob,North,660.2,44,Furniture,2045.0,2217.51,0.08,89980.0,97570.44,7805.635200000001
1095,2023-12-08,Eve,East,3801.82,4,Clothing,3191.05,3555.35,0.28,12764.2,14221.4,3981.992
1099,2023-12-30,Bob,West,9450.04,29,Electronics,3124.87,3383.67,0.05,90621.23,98126.43000000001,4906.321500000001
1060,2023-10-07,Alice,South,6453.17,23,Electronics,647.7,902.26,0.17,14897.1,20751.98,3527.8366
1097,2023-03-22,Eve,North,6747.64,6,Electronics,4885.98,4949.95,0.17,29315.879999999997,29699.699999999997,5048.949
1063,2023-07-21,Bob,East,6359.59,32,Electronics,975.31,1176.17,0.22,31209.92,37637.44,8280.2368
1085,2023-06-07,Charlie,East,2070.02,42,Clothing,2254.11,2382.23,0.15,94672.62000000001,100053.66,15008.048999999999
1032,2023-04-30,Alice,West,4241.51,18,Electronics,2466.18,2483.87,0.08,44391.24,44709.659999999996,3576.7727999999997
1087,2023-02-28,Alice,West,7534.3,15,Furniture,4074.66,4261.11,0.05,61119.899999999994,63916.649999999994,3195.8325
1033,2023-08-03,Alice,West,1103.59,40,Food,541.19,595.2,0.19,21647.600000000002,23808.0,4523.52
1067,2023-05-08,Charlie,North,2850.74,32,Food,2171.79,2307.64,0.22,69497.28,73844.48,16245.7856
1018,2023-08-12,Charlie,North,2835.56,9,Electronics,3161.09,3216.42,0.17,28449.81,28947.78,4921.122600000001
1025,2023-07-28,David,West,4376.99,37,Electronics,1115.02,1174.48,0.22,41255.74,43455.76,9560.2672
1095,2023-04-25,Bob,South,9805.65,10,Electronics,3155.97,3263.49,0.04,31559.699999999997,32634.899999999998,1305.396
1054,2023-07-28,David,East,768.28,20,Clothing,4622.14,5122.07,0.26,92442.8,102441.4,26634.764
1058,2023-01-14,Bob,East,5235.14,6,Food,4987.71,4998.78,0.17,29926.260000000002,29992.68,5098.7556
1067,2023-01-09,Charlie,North,1875.71,48,Electronics,210.63,533.58,0.04,10110.24,25611.840000000004,1024.4736000000003
1046,2023-02-09,Charlie,East,9709.7,3,Furniture,1216.16,1295.37,0.14,3648.4800000000005,3886.1099999999997,544.0554
1024,2023-08-25,David,South,1221.7,42,Electronics,1586.02,2047.13,0.25,66612.84,85979.46,21494.865
1032,2023-10-08,Eve,East,4095.65,11,Food,2025.67,2081.55,0.27,22282.370000000003,22897.050000000003,6182.203500000001
1047,2023-12-25,David,North,7405.06,43,Electronics,1249.17,1727.15,0.08,53714.310000000005,74267.45,5941.396
1086,2023-07-20,Bob,North,7075.09,17,Food,1057.27,1366.62,0.21,17973.59,23232.539999999997,4878.8333999999995
1023,2023-09-03,David,South,4285.01,32,Electronics,4775.04,4785.66,0.03,152801.28,153141.12,4594.2336
1066,2023-10-05,Alice,South,3530.59,4,Furniture,4596.68,5044.74,0.01,18386.72,20178.96,201.7896
1027,2023-08-23,Bob,East,4036.36,4,Electronics,282.61,548.25,0.17,1130.44,2193.0,372.81
1002,2023-01-04,Bob,East,2716.34,17,Furniture,1727.12,1865.83,0.21,29361.039999999997,31719.11,6661.0131
1090,2023-06-03,Eve,North,2132.8,41,Furniture,2055.49,2441.46,0.24,84275.09,100099.86,24023.966399999998
1017,2023-01-29,Charlie,South,4882.09,19,Electronics,1233.12,1697.19,0.1,23429.28,32246.61,3224.661
1033,2023-04-19,Bob,South,2758.48,5,Furniture,3162.92,3409.93,0.0,15814.6,17049.649999999998,0.0
1009,2023-04-08,Charlie,South,2945.87,32,Clothing,3219.88,3384.5,0.14,103036.16,108304.0,15162.560000000001
1043,2023-08-03,David,East,6601.89,22,Electronics,4260.0,4656.58,0.0,93720.0,102444.76,0.0
1048,2023-10-20,Alice,South,9688.52,6,Electronics,3717.3,4061.37,0.03,22303.800000000003,24368.22,731.0466
1039,2023-03-16,Eve,North,6076.01,35,Furniture,2735.74,3181.23,0.1,95750.9,111343.05,11134.305
1093,2023-11-22,Charlie,North,862.1,22,Furniture,3285.25,3634.58,0.13,72275.5,79960.76,10394.898799999999
1042,2023-05-26,Bob,East,848.28,1,Electronics,1406.24,1535.57,0.08,1406.24,1535.57,122.84559999999999
1026,2023-05-08,Charlie,West,9519.09,20,Clothing,2985.63,3452.14,0.17,59712.600000000006,69042.8,11737.276000000002
1099,2023-12-07,Bob,East,3043.18,22,Furniture,2471.67,2533.04,0.02,54376.740000000005,55726.88,1114.5375999999999
1050,2023-02-11,Charlie,West,1011.46,48,Furniture,710.06,851.35,0.04,34082.88,40864.8,1634.592
1025,2023-12-22,Bob,South,6030.54,11,Food,1250.59,1515.49,0.21,13756.49,16670.39,3500.7819
1024,2023-02-10,David,East,6274.12,13,Clothing,1493.88,1781.09,0.04,19420.440000000002,23154.17,926.1668
1013,2023-02-03,Bob,North,6520.2,42,Clothing,4625.33,4642.83,0.19,194263.86,194998.86,37049.7834
1060,2023-01-17,Bob,South,2747.28,3,Electronics,1190.41,1582.89,0.02,3571.2300000000005,4748.67,94.9734
1007,2023-06-14,Alice,North,249.6,9,Clothing,1481.76,1668.95,0.12,13335.84,15020.550000000001,1802.4660000000001
1057,2023-06-02,Bob,South,9653.65,12,Electronics,1878.3,2087.45,0.05,22539.6,25049.399999999998,1252.47
1036,2023-03-17,Alice,East,2583.84,23,Food,3335.53,3742.12,0.03,76717.19,86068.76,2582.0627999999997
1045,2023-03-28,Eve,West,6792.66,14,Clothing,635.28,831.13,0.17,8893.92,11635.82,1978.0894
1020,2023-04-27,Alice,South,7095.64,33,Furniture,4772.03,4805.17,0.28,157476.99,158570.61000000002,44399.770800000006
1065,2023-12-28,David,West,6139.07,18,Food,4334.58,4431.04,0.02,78022.44,79758.72,1595.1744
1008,2023-12-08,Alice,South,3197.78,49,Electronics,2907.22,3385.61,0.13,142453.78,165894.89,21566.335700000003
1016,2023-01-27,Eve,North,2783.85,41,Food,3386.49,3430.99,0.21,138846.09,140670.59,29540.8239
1014,2023-11-09,David,North,6016.92,9,Electronics,132.47,316.39,0.14,1192.23,2847.5099999999998,398.6514
1076,2023-10-14,Charlie,South,8674.35,23,Food,1727.78,1984.34,0.24,39738.94,45639.82,10953.5568
1087,2023-05-14,Charlie,West,9472.66,10,Electronics,3988.52,4240.23,0.05,39885.2,42402.299999999996,2120.115
1015,2023-08-07,Alice,East,1148.47,19,Clothing,433.54,445.48,0.29,8237.26,8464.12,2454.5948
1092,2023-06-17,Alice,East,1632.8,47,Furniture,1447.45,1703.02,0.12,68030.15000000001,80041.94,9605.032799999999
1098,2023-04-08,Eve,North,9452.89,5,Electronics,2947.22,3145.27,0.1,14736.099999999999,15726.35,1572.6350000000002
1066,2023-09-25,Eve,East,7391.7,47,Food,1319.24,1805.56,0.26,62004.28,84861.31999999999,22063.943199999998
1032,2023-08-25,Bob,North,8841.64,23,Electronics,4673.19,4761.18,0.17,107483.37,109507.14000000001,18616.213800000005
1087,2023-11-05,Eve,East,2106.06,30,Electronics,698.74,882.28,0.15,20962.2,26468.399999999998,3970.2599999999993
1063,2023-06-22,Bob,South,5917.1,25,Electronics,3997.1,4212.65,0.22,99927.5,105316.24999999999,23169.574999999997
1086,2023-07-09,David,North,7041.28,28,Food,2564.35,2765.79,0.17,71801.8,77442.12,13165.1604
1051,2023-05-02,Alice,North,6833.11,34,Furniture,3764.14,4100.4,0.05,127980.76,139413.59999999998,6970.679999999999
1025,2023-02-15,David,South,4140.7,45,Clothing,1588.04,1703.64,0.2,71461.8,76663.8,15332.760000000002
1058,2023-03-05,Eve,North,252.41,48,Furniture,2596.72,2715.05,0.04,124642.56,130322.40000000001,5212.896000000001
1063,2023-05-10,David,East,5870.97,47,Electronics,4291.33,4658.64,0.24,201692.51,218956.08000000002,52549.459200000005
1062,2023-11-06,David,East,2605.71,25,Food,2361.05,2616.19,0.3,59026.25000000001,65404.75,19621.425
1022,2023-12-29,David,North,4557.52,10,Furniture,1830.61,2044.04,0.11,18306.1,20440.4,2248.444
1058,2023-07-12,Eve,East,9580.05,14,Electronics,2703.97,2796.88,0.13,37855.579999999994,39156.32,5090.3216
1058,2023-11-03,David,West,4050.45,42,Clothing,3600.95,3702.84,0.01,151239.9,155519.28,1555.1928
1086,2023-06-30,Bob,North,8414.04,46,Clothing,2245.64,2260.81,0.0,103299.43999999999,103997.26,0.0
1049,2023-10-19,Eve,South,1966.55,30,Clothing,4697.44,4752.24,0.28,140923.19999999998,142567.19999999998,39918.816
1052,2023-10-09,David,West,6757.36,41,Electronics,1509.98,1792.83,0.04,61909.18,73506.03,2940.2412
1042,2023-01-29,Eve,North,9772.37,25,Food,2403.54,2850.56,0.13,60088.5,71264.0,9264.32
1070,2023-05-29,Charlie,South,1108.74,14,Furniture,3796.79,3947.5,0.24,53155.06,55265.0,13263.6
1015,2023-09-24,Bob,East,182.37,35,Clothing,3461.15,3631.75,0.27,121140.25,127111.25,34320.037500000006
1054,2023-10-23,David,South,4392.47,48,Electronics,4325.02,4391.67,0.16,207600.96000000002,210800.16,33728.0256
1060,2023-01-11,Charlie,West,1016.99,34,Electronics,4984.21,5184.64,0.17,169463.14,176277.76,29967.219200000003
1097,2023-06-13,Charlie,East,7509.01,10,Furniture,2162.95,2191.19,0.2,21629.5,21911.9,4382.38
1008,2023-04-23,Eve,North,9154.03,35,Clothing,600.2,1059.82,0.29,21007.0,37093.7,10757.172999999999
1053,2023-07-06,Charlie,East,4396.81,11,Electronics,200.56,540.38,0.18,2206.16,5944.18,1069.9524000000001
1060,2023-10-22,Bob,North,2661.25,11,Furniture,3648.04,4143.51,0.17,40128.44,45578.61,7748.363700000001
1005,2023-08-20,Bob,North,4400.59,21,Food,4376.37,4818.95,0.0,91903.77,101197.95,0.0
1068,2023-08-15,Alice,South,7262.13,21,Food,1142.53,1384.3,0.02,23993.13,29070.3,581.406
1006,2023-11-06,Bob,South,189.64,22,Food,834.32,1098.97,0.17,18355.04,24177.34,4110.147800000001
1096,2023-04-08,Charlie,South,5935.59,45,Clothing,357.92,461.3,0.28,16106.400000000001,20758.5,5812.38
1094,2023-02-24,Bob,West,6171.59,7,Furniture,4122.38,4358.78,0.26,28856.66,30511.46,7932.9796
1047,2023-04-21,Eve,West,6413.11,17,Furniture,1591.34,2043.82,0.29,27052.78,34744.94,10076.0326
1099,2023-06-01,Alice,South,2496.02,2,Electronics,2038.4,2073.32,0.16,4076.8,4146.64,663.4624000000001
1055,2023-09-03,Charlie,West,7169.12,12,Electronics,2538.61,2971.75,0.24,30463.32,35661.0,8558.64
1040,2023-03-10,Alice,East,1004.78,42,Electronics,4205.29,4382.35,0.25,176622.18,184058.7,46014.675
1052,2023-11-08,Charlie,East,2072.78,18,Furniture,3271.62,3722.38,0.19,58889.159999999996,67002.84,12730.5396
1016,2023-10-16,Eve,West,8786.95,11,Electronics,3094.57,3565.6,0.1,34040.270000000004,39221.6,3922.16
1013,2023-09-07,Alice,West,7413.36,16,Furniture,919.58,1258.3,0.14,14713.28,20132.8,2818.592
